SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
1990010367,"Lancaster, City of",City of Lancaster,,EIR 90-04 GROUP 4 RESIDENTIAL TRACT MAP APPROVAL,NOP,4/17/1990,,"FOUR SEPARATE REQUESTS FOR TENTATIVE TRACT MAP APPROVAL, FOUR REQUESTS FOR GENERAL PLAN AMENDMENTS AND FOUR REQUESTS FOR ZONE CHANGES TO ALLOW RESIDENTIAL DEVELOPMENT TO OCCUR AT A MINIMUM LOT SIZE OF 7,000 AND 10,000 SQ. FT.",https://ceqanet.opr.ca.gov/1990010367,EIR 90-04 GROUP 4 RESIDENTIAL TRACT MAP APPROVAL,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,50TH AND 70TH STREETS WEST,,,,,,,No,4/18/1990,5/18/1990,,"General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Aesthetics, Agriculture and Forestry Resources, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildfire, Wildlife",,,,,,,,,,,,,,,,,
1990010369,"Lancaster, City of",City of Lancaster,,"GROUP 6 EIR GPA 89-13,14,32,33,34,76",NOP,4/17/1990,,REQUEST TO SUBDIVIDE ACRES FOR 16 SINGLE FAMITY HOMES. RE- QUEST TO SUBDIVIDE 61 ACRES FOR 76 SINGLE FAMILY HOMES AND 2 COMMERCIAL LOTS.,https://ceqanet.opr.ca.gov/1990010369,"GROUP 6 EIR GPA 89-13,14,32,33,34,76",GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/18/1990,5/18/1990,,,,,,,,,,,,,,,,,,,,
1990010370,"Lancaster, City of",City of Lancaster,,GROUP 7,NOP,4/17/1990,,"LAND USE DESIGNATION CHANGE TO R (RESIDENTIAL, 3.7 DU/AC) ZONE CHANGE FROM RR 2.5 TO R-7,000.",https://ceqanet.opr.ca.gov/1990010370,GROUP 7,DAVE LEDBETTER,CITY OF LANCASTER,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,100TH ST/102ND ST,,            345,,,,,No,4/18/1990,5/18/1990,"Commercial, Recreational, Residential","General Plan Amendment, Land Division (Subdivision, etc.), Rezone, Use Permit","Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Public Services, Recreation, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1990010368,"Lancaster, City of",City of Lancaster,,"GROUP 5 EIR GPA 89-08, 89-18,22,37,45,51",NOP,4/16/1990,,REQUEST TO SUBDIVIDE SEVERAL SITES FOR THE PURPOSE OF BUILD- ING SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010368,"GROUP 5 EIR GPA 89-08, 89-18,22,37,45,51",GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/18/1990,5/18/1990,,,,,,,,,,,,,,,,,,,,
1990010371,"Lancaster, City of",City of Lancaster,,GROUP 10 EIR GPA 89-24,NOP,4/16/1990,,A REQUEST TO SUBDIVIDE ACRFES FOR THE PURPOSE OF BUILDING SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010371,GROUP 10 EIR GPA 89-24,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/18/1990,5/18/1990,,,,,,,,,,,,,,,,,,,,
1990010372,"Lancaster, City of",City of Lancaster,,GROUP 14 EIR GPA 89-73,NOP,4/16/1990,,REQUEST TO SUBDIVIDE 10 ACRES FOR 40 SINGLE FAMILY HOMES.,https://ceqanet.opr.ca.gov/1990010372,GROUP 14 EIR GPA 89-73,GLENN LAJOIE,CITY OF LANCASTER,N/A,,,,,,,7144723505,,Lancaster,Los Angeles,,,,,,,,,No,4/18/1990,5/18/1990,,,,,,,,,,,,,,,,,,,,
1989010026,"Lancaster, City of",City of Lancaster,,ZONE CHANGE 89-55 AUTO DEALERSHIPS,EIR,3/8/1990,,"CHANGE IN ZONE NOF APPROX 7.1 ACRES FROM HDR-2 TO CPD FOR THE PURPOSE OF DEVELOPING AN AUTO DEALERSHIP WITH APPROX 50,000 SQUARE FEET OF BUILDING AREA.",https://ceqanet.opr.ca.gov/1989010026/2,ZONE CHANGE 89-55 AUTO DEALERSHIPS,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236128,,Lancaster,Los Angeles,,,,,,,,,No,3/8/1990,4/23/1990,,,,,,,,,,,,,,,,,,,,
1989010298,"Lancaster, City of",City of Lancaster,,TT 46945,NEG,12/21/1989,,SUBDIVISION FOR 24 SINGLE FAMILY LOTS.,https://ceqanet.opr.ca.gov/1989010298,TT 46945,RAY ALLEN,CITY OF LANCASTER,N/A,,,,,,,8057236000,,Lancaster,Los Angeles,,,,,,,,,No,12/21/1989,1/19/1990,,,"Agriculture and Forestry Resources, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Vegetation",,,,,,,,,,,,,,,,,
1989101153,"Lancaster, City of",City of Lancaster,,GENERAL PLAN AMENDMENT NO. 88-49 ZONE CHANGE 89-60,NOD,12/21/1989,12/21/1989,GPA AND ZONE CHANGE,https://ceqanet.opr.ca.gov/1989101153,GENERAL PLAN AMENDMENT NO. 88-49 ZONE CHANGE 89-60,CAROL C WALDIGS,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989101154,"Lancaster, City of",City of Lancaster,,GPA NO. 88-44 ZONE CHANGE 88-37,NOD,12/21/1989,12/21/1989,GPA & ZONE CHANGE,https://ceqanet.opr.ca.gov/1989101154,GPA NO. 88-44 ZONE CHANGE 88-37,CAROL WALDROP,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989101155,"Lancaster, City of",City of Lancaster,,"GENERAL PLAN AMENDMENT 88-21,ZONE CHANGE 89-01",NOD,12/21/1989,12/21/1989,GPA & ZONE CHANGE,https://ceqanet.opr.ca.gov/1989101155,"GENERAL PLAN AMENDMENT 88-21,ZONE CHANGE 89-01",CAROL WALDROP,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,95354,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989101156,"Lancaster, City of",City of Lancaster,,"GENERAL PLAN AMENDMENT 88-23,ZONE CHANGE 88-19",NOD,12/21/1989,12/21/1989,GPA & ZONE CHANGE,https://ceqanet.opr.ca.gov/1989101156,"GENERAL PLAN AMENDMENT 88-23,ZONE CHANGE 88-19",CAROL WALDROP,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989101157,"Lancaster, City of",City of Lancaster,,GPA 88-20,NOD,12/21/1989,12/21/1989,GPA NO 88-20,https://ceqanet.opr.ca.gov/1989101157,GPA 88-20,CAROL WALDROP,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989101158,"Lancaster, City of",City of Lancaster,,"GENERAL PLAN AMENDMENT 88-34,SPECIFIC PLAN 89-01",NOD,12/21/1989,12/21/1989,GPA AND SPECIFIC PLAN,https://ceqanet.opr.ca.gov/1989101158,"GENERAL PLAN AMENDMENT 88-34,SPECIFIC PLAN 89-01",CAROL WALDROP,LANCASTER CITY,N/A,,449333 N. FERN AVENUE,,LANCASTER,CA,93534,,,Lancaster,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989010281,"Lancaster, City of",City of Lancaster,,LANCASTER BUSINESS PARK SPECIFIC PLAN,NOP,12/18/1989,,"657,122 SQ.FT. COMMERCIAL OFFICE USES; 1,037,902 SQ.FT. LIGHT INDUSTRIAL USES.",https://ceqanet.opr.ca.gov/1989010281,LANCASTER BUSINESS PARK SPECIFIC PLAN,BRIAN LUDICKE,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,DIVISION STREET/AVE. K-8,,            168,,14,,USAF PLANT 42,No,12/20/1989,1/19/1990,"Industrial, Office",,"Aesthetics, Air Quality, Cultural Resources, Drainage/Absorption, Economics/Jobs, Geology/Soils, Growth Inducement, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Mineral Resources, Noise, Population/Housing, Public Services, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1989010142,"Lancaster, City of",City of Lancaster,,CALIFORNIA SPRINGS SPECIFIC PLAN,NOP,11/14/1989,,"SPECIFIC PLAN CONSISTS OF INDIVIDUAL RESIDENTIAL VILLAGES INCLUDING SINGLE  FAMILY RESIDENCES, TOWNHOMES.  IT ALSO INCLUDES A TOWN CENTER, INDUSTRIAL OFFICES, A UNIVERSITY AND PARKS AND GOLF COURSE.",https://ceqanet.opr.ca.gov/1989010142,CALIFORNIA SPRINGS SPECIFIC PLAN,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8057236100,,Lancaster,Los Angeles,,,,,,,,,No,11/15/1989,12/15/1989,,,,,,,,,,,,,,,,,,,,
1989010026,"Lancaster, City of",City of Lancaster,,ZONE CHANGE 89-55 AUTO DEALERSHIPS,NOP,10/10/1989,,"CHANGE IN ZONE NOF APPROX 7.1 ACRES FROM HDR-2 TO CPD FOR THE PURPOSE OF DEVELOPING AN AUTO DEALERSHIP WITH APPROX 50,000 SQUARE FEET OF BUILDING AREA.",https://ceqanet.opr.ca.gov/1989010026,ZONE CHANGE 89-55 AUTO DEALERSHIPS,SUSAN BARNETT,CITY OF LANCASTER,N/A,,,,,,,8057236128,,Lancaster,Los Angeles,,,,,,,,,No,10/11/1989,11/9/1989,,,,,,,,,,,,,,,,,,,,
1989060746,"Lancaster, City of",City of Lancaster,,GROUP 7-GPA 88-15,EIR,9/7/1989,,GPA 88-15 IS REQUEST TO AMEND THE LAND USE DESIGNATION OF AN 180 ACRE SITE FROM NON-URBAN TO 4 FOR DEVELOPMENT OF ABOUT 700 SINGLE FAMILY RESIDENTIA OF COMMERCIAL DEVELOPMENT.,https://ceqanet.opr.ca.gov/1989060746,GROUP 7-GPA 88-15,CAROL WALDROP & ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,14,,,No,9/8/1989,10/23/1989,,,,,,,,,,,,,,,,,,,,
1989090606,"Lancaster, City of",City of Lancaster,,GROUP 9 GPA 88-34,EIR,9/7/1989,,GPA 88-34 IS A REQUEST TO CHANGE THE LAND USE DESIGNATION FROM NU1 TO ALLOW FOR THE ADOPTION OF A SPECIFIC PLAN WHICH WOULD INCLUDE LOW TO MODERATE DENS,https://ceqanet.opr.ca.gov/1989090606,GROUP 9 GPA 88-34,CAROL WALDROP,CITY OF LANCASTER,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,9/7/1989,10/23/1989,,,,,,,,,,,,,,,,,,,,
1989061405,"Lancaster, City of",City of Lancaster,,LANCASTER GROUP 5,EIR,9/5/1989,,DEVELOPMENT OF 115 SINGLE FAMILY HOMES ON 39.2 ACRES AND DEVELOPMENT OF 151 SINGLE FAMILY HOMES ON 56 ACRES.,https://ceqanet.opr.ca.gov/1989061405,LANCASTER GROUP 5,CAROL WALDROP,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,9/5/1989,10/20/1989,,,,,,,,,,,,,,,,,,,,
1989062814,"Lancaster, City of",City of Lancaster,,GROUP 8-GPA 88-20,EIR,9/5/1989,,"CONSIDERATION OF GPA, ZONE CHANGE ON A 154 ACRE SITE IN AN AREA RECENTLY ANNEXED TO THE CITY OF LANCASTER TO ALLOW A SINGLE FAMILY SUBDIVISION WITH 614",https://ceqanet.opr.ca.gov/1989062814,GROUP 8-GPA 88-20,CAROL WALDROP,LANCASTER COMMUNITY DEVELOPMENT,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,9/5/1989,10/20/1989,,,,,,,,,,,,,,,,,,,,
1989060747,"Lancaster, City of",City of Lancaster,,"ANTELOPE VALLEY HOMEMART; GROUP 6, GPA 88023, ZC88-19",EIR,8/30/1989,,"PROPOSAL FOR HIGHWAY ORIENTED. THE SITE INCLUDES 26.3 ACRES, 337,025 S.F. OF BUILDING AREA WITH 1,717 PARKING SPACES.",https://ceqanet.opr.ca.gov/1989060747,"ANTELOPE VALLEY HOMEMART; GROUP 6, GPA 88023, ZC88-19",CAROL WALDROP & ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/31/1989,10/16/1989,,,,,,,,,,,,,,,,,,,,
1989061401,"Lancaster, City of",City of Lancaster,,LANCASTER GROUP 2,EIR,8/30/1989,,"EVALUATE 6 GENERAL PLAN AMENDMENT REQUEST, WITH ZONE CHANGE REQUESTS AS ONE COMBINED PROJECT TO RESULT IN A TOTAL OF 295 ACRES OF SINGLE FAMILY RESIDENTIAL UNITS AND 10 ACRES OF COMMERCIAL.",https://ceqanet.opr.ca.gov/1989061401,LANCASTER GROUP 2,CAROL WALDROP ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/30/1989,10/13/1989,,,,,,,,,,,,,,,,,,,,
1989061404,"Lancaster, City of",City of Lancaster,,LANCASTER GROUP 3,EIR,8/30/1989,,"40 ACRES, 171 SINGLE FAMILY HOMES. 10.26 ACRES COMMERCIAL DEVELOPMENT AT THE SOUTHWEST CORNER OF AVENUE K AND 40TH STREET IS PROPOSED FOR 104,940 S.F",https://ceqanet.opr.ca.gov/1989061404,LANCASTER GROUP 3,CAROL WALDROP ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/30/1989,10/13/1989,,,,,,,,,,,,,,,,,,,,
1989061408,"Lancaster, City of",City of Lancaster,,LANCASTER GROUP 4,EIR,8/30/1989,,"PROPOSAL FOR A PROJECT ON A 10 ACRE SITE TO INCLUDE BOTH ONE AND TWO STORY PROFESSIONAL OFFICE AND MEDICAL USES TOTALLING 96,400 S.F. WITH PARKING",https://ceqanet.opr.ca.gov/1989061408,LANCASTER GROUP 4,CAROL WALDROP ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/31/1989,10/16/1989,,,,,,,,,,,,,,,,,,,,
1989083007,"Lancaster, City of",City of Lancaster,,"GROUP 3B GPA 8828, ZC 88025",EIR,8/30/1989,,THE REQUEST IS TO AMEND THE LAND USE DESIGNATION FROM NU2 TO R AND THE AMEND THE ZONING DESIGNATION FROM RR-1 TO R-7000 AND TO CHANGE THE LAND U TO C,https://ceqanet.opr.ca.gov/1989083007,"GROUP 3B GPA 8828, ZC 88025",CAROL WALDROP,CITY OF LANCATER,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/30/1989,10/13/1989,,,,,,,,,,,,,,,,,,,,
1989060748,"Lancaster, City of",City of Lancaster,,GROUP 1,EIR,8/29/1989,,"25 ACRES OF COMMERCIAL DEVELOPMENT TO INCLUDE 140,000 S.F. RETAIL AND FOOD USES, 33,000 S.F. MEDICAL USES AND 67,000 SF GENERAL OFFICES. PARKING FOR 707",https://ceqanet.opr.ca.gov/1989060748,GROUP 1,CAROL WALDROP & ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,,,,,,,,No,8/29/1989,10/13/1989,,,,,,,,,,,,,,,,,,,,
1989061407,"Lancaster, City of",City of Lancaster,,LANCASTER GROUP 10,EIR,7/14/1989,,GPA CHANGING THE GENERAL PLAN DESIGNATION FROM NU2 TO R. THE PROJECT IS ON ABOUT 80 ACRES AND IS PLANNING FOR 341 SINGLE FAMILY LOTS.,https://ceqanet.opr.ca.gov/1989061407,LANCASTER GROUP 10,CAROL WALDROP ASSOC,LANCASTER CITY,N/A,,,,,,,8053795279,,Lancaster,Los Angeles,,30TH ST E/AVE E-12,,,,,,,No,7/14/1989,8/14/1989,,"General Plan Amendment, Land Division (Subdivision, etc.)","Agriculture and Forestry Resources, Air Quality, Cultural Resources, Flood Plain/Flooding, Growth Inducement, Hydrology/Water Quality, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildfire, Wildlife",,,,,,,,,,,,,,,,,
1988092816,"Lancaster, City of",City of Lancaster,,LANCASTER REDEVELOPMENT PROJECT NO 6,NOD,7/10/1989,7/10/1989,REDEVLOPMENT PROJECT.,https://ceqanet.opr.ca.gov/1988092816/3,LANCASTER REDEVELOPMENT PROJECT NO 6,CRAIG CHALFANT,LANCASTER CITY,N/A,,44933 N. FERN AVENUE,,LANCASTER,CA,92631,7147384277,,Fullerton,,,40TH AVE & AVE H,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,
1988062221,"Lancaster, City of",City of Lancaster,,LARWIN SUBDIVISION DEL SUR RANCH,EIR,6/21/1989,,"1700 ACRE ANNEXATION REQUEST, GPA, ZCC AND TTM TO ALLOW FOR A PLANNED RESIDENTIAL COMMUNITY CONSISTING OF ABOUT 2500 SINGLE FAMILY HOMES, AN 18-ACRE PA 9.4 ACRE COMMERCIAL, A 2.6 ACRE OPEN SPACE SITE ON 880 ACRES 880 ACRES.",https://ceqanet.opr.ca.gov/1988062221/2,LARWIN SUBDIVISION DEL SUR RANCH,SUSAN BARNETT,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,AVE G AND 90TH ST,,,,,,EDWARD AFB,No,6/21/1989,8/4/1989,"Commercial, Educational, Recreational, Residential","General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Agriculture and Forestry Resources, Cultural Resources, Economics/Jobs, Geology/Soils, Growth Inducement, Land Use/Planning, Noise, Schools/Universities, Solid Waste",,,,,,,,,,,,,,,,,
1989020120,"Lancaster, City of",City of Lancaster,,"EIR 88-02, GPA 88-02, 88-06, 88-11, 88-35",EIR,1/30/1989,,"4 ADJACENT PROJECT SITES IN THE SOUTHWESTERN REGION OF CITY OF LANCASTER INVOLVE PROPOSED GPA, ZONE CHANGE, AND ON 3 OF THE SITES, TENTATIVE TRACT MAPS. T OCCUPY 212 ACRES ON WHICH ARE PROPOSED 601 SINGLE FAMILY RES IDENTIAL UNITS AND ABOUT 145,251 S.F. OF VARIOUS NEIGHBORHO OD COMMERCIAL AND RETAIL USES.",https://ceqanet.opr.ca.gov/1989020120,"EIR 88-02, GPA 88-02, 88-06, 88-11, 88-35",DAVE LEDBETER,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,,,            212,,,,,No,1/30/1989,3/16/1989,"Commercial, Residential","General Plan Amendment, Land Division (Subdivision, etc.), Rezone","Aesthetics, Air Quality, Cultural Resources, Flood Plain/Flooding, Geology/Soils, Noise, Public Services, Sewer Capacity, Solid Waste, Transportation",,,,,,,,,,,,,,,,,
1988092816,"Lancaster, City of",City of Lancaster,,LANCASTER REDEVELOPMENT PROJECT NO 6,EIR,1/25/1989,,"ADOPTION OF LANCASTER REDEVELOOPMENT PROJECT NO 6 LOCATED IN LANCASTER STREETS, PUBLIC WORKS IMPROVEMENTS MENTS; VISUAL ENHANCEMENTS.",https://ceqanet.opr.ca.gov/1988092816/2,LANCASTER REDEVELOPMENT PROJECT NO 6,CRAIG CHALFART,LANCASTER CITY,N/A,,,,,,,8059457811,,Fullerton,,,40TH AVE & AVE H,,"         12,748",,,,,No,1/25/1989,3/10/1989,Other,Redevelopment,"Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hydrology/Water Quality, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1989011113,"Lancaster, City of",City of Lancaster,,CUP 88-45; AVENUE L & 37TH,NEG,1/12/1989,,"CONSTRUCT A PRIVATE SCHOOL FOR PRESCHOOL TO 12TH GRADE, INC LUDING CLASSROOMS, SPORTS FACILITIES, AND DORMS. A MAXIMUM OF 500 HIGH SCHOOL STUDENTS, 1,260 240 PRE-SCHOOL STUDENTS (2000) IS ANTICIPATED.",https://ceqanet.opr.ca.gov/1989011113,CUP 88-45; AVENUE L & 37TH,BRIAN S. LUDICKE,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,AVENUE L & 37TH STREET W.,,             20,,,,,No,1/12/1989,2/1/1989,Educational,Use Permit,"Flood Plain/Flooding, Geology/Soils, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1988081713,"Lancaster, City of",City of Lancaster,,"25TH ST EAST RESIDENTIAL DEVELOPMENT, LANCASTER (GPA#88-04)",EIR,11/28/1988,,GENERAL PLAN AMENDMENT FROM NON-URBAN TO RESIDENTIAL. DEVELOPMENT OF 1714 RESIDENTIAL UNITS AND 10 ACRES COMMER- CIAL PROPERTY. LOCATED IN 100 YEAR,https://ceqanet.opr.ca.gov/1988081713,"25TH ST EAST RESIDENTIAL DEVELOPMENT, LANCASTER (GPA#88-04)",WINNIE WILSON,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,AVE K-8 & 25TH ST EAST,,            508,,,,,No,11/28/1988,1/12/1989,"Commercial, Residential","General Plan Amendment, Rezone","Agriculture and Forestry Resources, Air Quality, Cultural Resources, Flood Plain/Flooding, Geology/Soils, Hydrology/Water Quality, Noise, Public Services, Schools/Universities, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1988081717,"Lancaster, City of",City of Lancaster,,"KOENIG & WOOD COMMERCIAL ZONE CHANGE (GPA#88-07,ZCC#88-07)",EIR,11/28/1988,,AMEND THE CITY'S GENERAL PLAN TO ADD THE LAND USE DESIGNA- TION OF GENERAL COMMERCIAL AND CHANGE THE PREZONING TO COMMERCIAL PLANNED DEVELOPMENT. LO (SEVERE INTENSITY).,https://ceqanet.opr.ca.gov/1988081717,"KOENIG & WOOD COMMERCIAL ZONE CHANGE (GPA#88-07,ZCC#88-07)",BRIAN LUDICKE,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,,,             10,,,,,No,11/28/1988,1/12/1989,Commercial,"General Plan Amendment, Rezone",,,,,,,,,,,,,,,,,,
1988110204,"Lancaster, City of",City of Lancaster,,"AVENUE L SUBDIVISION, LANCASTER/GPA 88-02; 88-06;11, 35",NOP,11/2/1988,,APPROVED PROPOSALS WOULD ALLOW 4 SINGLE FAMILY SUBDIVISIONS TOTALING 960 LOTS AND 20 ACRES FOR COMMERCIAL LAND USE.,https://ceqanet.opr.ca.gov/1988110204,"AVENUE L SUBDIVISION, LANCASTER/GPA 88-02; 88-06;11, 35",DAVID LEDBETTER,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,70TH STREET W. & AVENUE L,,            207,,,,,No,11/2/1988,12/2/1988,"Commercial, Residential",General Plan Amendment,,,,,,,,,,,,,,,,,,
1988092816,"Lancaster, City of",City of Lancaster,,LANCASTER REDEVELOPMENT PROJECT NO 6,NOP,9/28/1988,,"ADOPTION OF LANCASTER REDEVELOOPMENT PROJECT NO 6 LOCATED IN LANCASTER STREETS, PUBLIC WORKS IMPROVEMENTS MENTS; VISUAL ENHANCEMENTS.",https://ceqanet.opr.ca.gov/1988092816,LANCASTER REDEVELOPMENT PROJECT NO 6,CRAIG CHALFART,LANCASTER CITY,N/A,,,,,,,8059457811,,Fullerton,,,40TH AVE & AVE H,,"         12,748",,,,,No,9/28/1988,10/28/1988,Other,Redevelopment,"Aesthetics, Air Quality, Cultural Resources, Cumulative Effects, Economics/Jobs, Flood Plain/Flooding, Geology/Soils, Growth Inducement, Hydrology/Water Quality, Noise, Public Services, Schools/Universities, Sewer Capacity, Solid Waste, Transportation, Vegetation, Wildlife",,,,,,,,,,,,,,,,,
1988082402,"Lancaster, City of",City of Lancaster,,ANNEXATION AREAS GENERAL PLAN AMENDMENT,NOP,8/24/1988,,"THE PROJECT INVOLVES 2 RECENTLY ANNEXED AREAS LOCATED CONTI GUOUS TO THE CITY LIMITS. AS PART OF THE PROGRAM, LAND USE DESIGNATIONS WILL BE ESTABLISHED F WITH THE CITY OF LANCASTER GENERAL PLAN DESIGNATIONS.",https://ceqanet.opr.ca.gov/1988082402,ANNEXATION AREAS GENERAL PLAN AMENDMENT,KYLE KOLLAR,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,AVENUE I & ANTELOPE VALLEY FREEWAY,,,,,,EDWARDS AFB,No,8/24/1988,9/23/1988,Residential,General Plan Amendment,"Economics/Jobs, Flood Plain/Flooding, Hydrology/Water Quality, Land Use/Planning, Public Services, Schools/Universities, Sewer Capacity, Transportation, Vegetation, Wildfire",,,,,,,,,,,,,,,,,
1988080326,"Lancaster, City of",City of Lancaster,,"BIF KOREA FURNITURE MANUFACTURING, LANCASTER",NOP,8/3/1988,,MAJOR INTERNATIONAL FURNITURE MANUFACTURER IS PROPOSING THE DEVELOPMENT OF A FACILITY FOR THE PURPOSE OF MANUFACTURING DISTRIBUTION AND WAREHOUSING OF TH LOCATED IN SEISMIC ZONE I (SEVERE INTENSITY).,https://ceqanet.opr.ca.gov/1988080326,"BIF KOREA FURNITURE MANUFACTURING, LANCASTER",KURT GUNZEL,LANCASTER CITY,N/A,,,,,,,8059457811,,Lancaster,Los Angeles,,AVE K-8 & DIVISION ST,,             40,,,,,No,8/3/1988,9/2/1988,Industrial,,"Geology/Soils, Hazards & Hazardous Materials, Noise",,,,,,,,,,,,,,,,,
